transaction_id,outlet_id,transaction_date,transaction_time,day_of_week,month,is_weekend,is_holiday,order_channel,order_type,item_category,items_ordered,gross_amount,discount_applied,net_amount,food_cost,packaging_cost,aggregator_commission,contribution_margin,payment_method,delivery_time_mins,prep_time_mins,distance_km,customer_id,is_repeat_customer,is_new_customer,customer_rating,had_complaint,upsell_taken,staff_on_shift,kitchen_utilization_pct,waste_flag
TXN0000237,OT001,15-01-2023,14:39:01,Sunday,2023-01,1,0,Zomato,Delivery,Biryani,1,317.7,62.79,254.91,92.4,18.75,63.73,80.03,UPI,27,17,5.76,CUST020660,0,1,4,0,0,6,0.77,1
TXN0000238,OT001,15-01-2023,21:29:52,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,3,1161.6,0,1161.6,334.13,67.5,290.4,469.57,UPI,33,13,6.33,CUST046234,1,0,,0,1,6,0.77,0
TXN0000239,OT001,15-01-2023,06:20:56,Sunday,2023-01,1,0,Swiggy,Delivery,Dessert,2,296.12,0,296.12,84.73,25,68.11,118.28,Card,30,8,7.48,CUST046477,1,0,4,0,0,6,0.77,0
TXN0000240,OT001,15-01-2023,19:20:21,Sunday,2023-01,1,0,Dine-in,Dine-in,Pizza,1,369.71,0,369.71,107.41,22.5,0,239.8,Card,,11,,CUST029141,1,0,2.9,0,1,6,0.77,1
TXN0000241,OT001,15-01-2023,20:07:35,Sunday,2023-01,1,0,Zomato,Delivery,Biryani,2,641.9,0,641.9,225.97,37.5,160.48,217.95,UPI,32,13,7.42,CUST015735,0,1,,1,1,6,0.77,0
TXN0000242,OT001,15-01-2023,06:05:16,Sunday,2023-01,1,0,Swiggy,Delivery,Burger,1,232.77,0,232.77,72.1,15,53.54,92.13,UPI,25,8,4.07,CUST019223,0,1,4.3,0,0,6,0.77,0
TXN0000243,OT001,15-01-2023,05:51:39,Sunday,2023-01,1,0,Dine-in,Dine-in,Burger,1,222.21,0,222.21,69.42,15,0,137.79,UPI,,10,,CUST032428,1,0,4.8,0,1,6,0.77,0
TXN0000244,OT001,15-01-2023,12:22:51,Sunday,2023-01,1,0,WhatsApp,Takeaway,Dessert,2,301,0,301,84.43,25,6.02,185.55,UPI,,17,,CUST013305,0,1,3.6,0,0,6,0.77,1
TXN0000245,OT001,15-01-2023,16:56:47,Sunday,2023-01,1,0,Swiggy,Delivery,Pizza,1,387.46,0,387.46,116.93,22.5,89.12,158.91,UPI,21,13,4.36,CUST045992,0,1,,0,1,6,0.77,0
TXN0000246,OT001,15-01-2023,20:08:31,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,1,417.54,0,417.54,122.96,22.5,104.38,167.7,UPI,30,22,6.84,CUST040556,1,0,,0,1,6,0.77,0
TXN0000247,OT001,15-01-2023,18:36:22,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,1,438.77,0,438.77,126.77,22.5,109.69,179.81,Cash,25,12,2.03,CUST026332,0,1,4.7,0,1,6,0.77,0
TXN0000248,OT001,15-01-2023,16:04:53,Sunday,2023-01,1,0,Swiggy,Delivery,Pizza,1,438.16,60.93,377.23,113.03,22.5,86.76,154.94,UPI,43,10,2.11,CUST008413,0,1,,1,0,6,0.77,0
TXN0000249,OT001,15-01-2023,14:50:09,Sunday,2023-01,1,0,Zomato,Delivery,Combo,2,991.36,0,991.36,323.13,50,247.84,370.39,UPI,25,19,7.02,CUST027676,1,0,4.5,0,0,6,0.77,0
TXN0000250,OT001,15-01-2023,12:11:51,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,1,388.38,0,388.38,111.36,22.5,97.1,157.42,Card,21,21,4.87,CUST049399,1,0,4.4,0,0,6,0.77,1
TXN0000251,OT001,15-01-2023,20:46:30,Sunday,2023-01,1,0,Direct App,Takeaway,Biryani,2,696.39,0,696.39,240.32,37.5,34.82,383.75,Card,,17,,CUST038002,1,0,4.1,0,0,6,0.77,0
TXN0000252,OT001,15-01-2023,21:54:59,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,2,860.44,0,860.44,266.56,45,215.11,333.77,UPI,22,14,7.79,CUST015156,0,1,3.7,0,1,6,0.77,1
TXN0000253,OT001,16-01-2023,01:52:03,Monday,2023-01,0,0,Zomato,Delivery,Dessert,1,148.7,0,148.7,39.77,12.5,37.17,59.26,UPI,15,13,3.14,CUST035898,0,1,4,0,0,7,0.93,1
TXN0000254,OT001,16-01-2023,10:30:51,Monday,2023-01,0,0,Swiggy,Delivery,Biryani,1,343.43,69.5,273.93,99.65,18.75,63,92.53,Wallet,30,8,3.75,CUST030520,1,0,,0,0,7,0.93,0
TXN0000255,OT001,16-01-2023,22:51:19,Monday,2023-01,0,0,Swiggy,Delivery,Combo,1,472.36,0,472.36,162.93,25,108.64,175.79,UPI,48,17,6.68,CUST038868,0,1,4.8,0,0,7,0.93,0
TXN0000256,OT001,16-01-2023,13:44:33,Monday,2023-01,0,0,Zomato,Delivery,Combo,4,1837.25,0,1837.25,631.13,100,459.31,646.81,UPI,25,14,2.43,CUST005671,1,0,,0,0,7,0.93,0
TXN0000257,OT001,16-01-2023,14:44:03,Monday,2023-01,0,0,WhatsApp,Takeaway,Dessert,2,306.19,0,306.19,86.11,25,6.12,188.96,UPI,,12,,CUST019791,0,1,4.9,0,0,7,0.93,1
TXN0000258,OT001,16-01-2023,04:08:14,Monday,2023-01,0,0,Zomato,Delivery,Biryani,2,688.56,0,688.56,245.95,37.5,172.14,232.97,Card,32,11,2.27,CUST030641,1,0,4.5,1,1,7,0.93,0
TXN0000259,OT001,16-01-2023,17:43:07,Monday,2023-01,0,0,Swiggy,Delivery,Beverage,1,91.85,0,91.85,18.18,10,21.13,42.54,UPI,28,17,7,CUST033172,0,1,3.8,0,0,7,0.93,0
TXN0000260,OT001,16-01-2023,12:54:03,Monday,2023-01,0,0,Dine-in,Dine-in,Burger,2,409.31,0,409.31,133.74,30,0,245.57,Cash,,16,,CUST002043,0,1,,0,0,7,0.93,1
TXN0000261,OT001,16-01-2023,08:54:33,Monday,2023-01,0,0,Zomato,Delivery,Pizza,2,753.76,0,753.76,215.51,45,188.44,304.81,Card,28,8,6.83,CUST005496,1,0,3.8,0,0,7,0.93,0
TXN0000262,OT001,16-01-2023,21:09:38,Monday,2023-01,0,0,Direct App,Takeaway,Biryani,3,1018.37,154.62,863.75,291.41,56.25,43.19,472.9,UPI,,7,,CUST025390,1,0,2.9,0,0,7,0.93,0
TXN0000263,OT001,16-01-2023,21:26:05,Monday,2023-01,0,0,Swiggy,Delivery,Biryani,1,338.1,44.57,293.53,100.98,18.75,67.51,106.29,Card,36,17,2.78,CUST007436,0,1,4.4,0,1,7,0.93,0
TXN0000264,OT001,16-01-2023,17:09:32,Monday,2023-01,0,0,Zomato,Delivery,Biryani,2,585.27,0,585.27,205.22,37.5,146.32,196.23,Wallet,36,15,5.92,CUST043455,0,1,3.3,0,0,7,0.93,0
TXN0000265,OT001,16-01-2023,16:56:33,Monday,2023-01,0,0,Zomato,Delivery,Pizza,1,434.22,0,434.22,132.97,22.5,108.56,170.19,Card,29,13,6.56,CUST020246,0,1,,0,1,7,0.93,0
TXN0000266,OT001,16-01-2023,20:04:38,Monday,2023-01,0,0,Dine-in,Dine-in,Burger,3,674.89,0,674.89,210.89,45,0,419,Cash,,11,,CUST013404,0,1,3.8,0,0,7,0.93,0
TXN0000267,OT001,16-01-2023,21:44:19,Monday,2023-01,0,0,Swiggy,Delivery,Burger,1,204.72,0,204.72,63.12,15,47.09,79.51,UPI,22,8,7.57,CUST037501,0,1,,0,0,7,0.93,0
TXN0000268,OT001,16-01-2023,10:38:03,Monday,2023-01,0,0,Swiggy,Delivery,Dessert,2,309.25,0,309.25,82.91,25,71.13,130.21,UPI,24,8,3.11,CUST035713,1,0,,0,1,7,0.93,0
TXN0000269,OT001,16-01-2023,22:37:19,Monday,2023-01,0,0,Zomato,Delivery,Biryani,3,1014.29,0,1014.29,339.21,56.25,253.57,365.26,Card,19,8,7.46,CUST023782,0,1,3.8,0,1,7,0.93,0
TXN0000270,OT001,16-01-2023,13:25:07,Monday,2023-01,0,0,Zomato,Delivery,Beverage,1,90.24,17.43,72.81,15.25,10,18.2,29.36,UPI,15,18,7.87,CUST012917,0,1,,0,0,7,0.93,0
TXN0000271,OT001,16-01-2023,19:37:20,Monday,2023-01,0,0,Zomato,Delivery,Beverage,1,104.41,0,104.41,21.1,10,26.1,47.21,UPI,27,24,5.24,CUST049991,0,1,,0,0,7,0.93,0
TXN0000272,OT001,16-01-2023,18:39:28,Monday,2023-01,0,0,Zomato,Delivery,Burger,2,478.75,0,478.75,150.9,30,119.69,178.16,UPI,34,17,4.97,CUST020270,0,1,,0,0,7,0.93,0
TXN0000273,OT001,16-01-2023,13:08:52,Monday,2023-01,0,0,Swiggy,Delivery,Burger,2,435.9,0,435.9,140.91,30,100.26,164.73,UPI,38,18,2.92,CUST030837,0,1,,0,0,7,0.93,1
TXN0000274,OT001,16-01-2023,05:29:40,Monday,2023-01,0,0,Zomato,Delivery,Beverage,1,94.71,0,94.71,19.73,10,23.68,41.3,UPI,32,16,2.09,CUST015097,1,0,3.7,0,0,7,0.93,0
TXN0000275,OT001,16-01-2023,13:00:14,Monday,2023-01,0,0,Swiggy,Delivery,Combo,3,1329.64,328.14,1001.5,343.92,75,230.34,352.24,UPI,15,13,7.09,CUST019644,1,0,3.3,0,0,7,0.93,0
TXN0000276,OT001,16-01-2023,11:47:29,Monday,2023-01,0,0,Zomato,Delivery,Burger,1,221.53,0,221.53,68.35,15,55.38,82.8,Card,32,9,1.48,CUST034882,1,0,,0,1,7,0.93,0
TXN0000277,OT001,16-01-2023,19:43:38,Monday,2023-01,0,0,Zomato,Delivery,Burger,1,221.89,0,221.89,68.45,15,55.47,82.97,Cash,32,10,3.69,CUST001538,1,0,,0,0,7,0.93,1
TXN0000278,OT001,16-01-2023,09:18:58,Monday,2023-01,0,0,Dine-in,Dine-in,Biryani,2,640.92,0,640.92,220.07,37.5,0,383.35,Card,,10,,CUST004068,0,1,,0,0,7,0.93,0
TXN0000279,OT001,16-01-2023,07:08:56,Monday,2023-01,0,0,Zomato,Delivery,Burger,1,216.71,0,216.71,70.6,15,54.18,76.93,UPI,24,8,1.22,CUST029546,0,1,,0,0,7,0.93,1
TXN0000280,OT001,16-01-2023,22:19:57,Monday,2023-01,0,0,Zomato,Delivery,Dessert,1,147.41,0,147.41,40.19,12.5,36.85,57.87,UPI,28,13,5.23,CUST047357,0,1,4,0,0,7,0.93,0
TXN0000281,OT001,17-01-2023,23:45:03,Tuesday,2023-01,0,0,Swiggy,Delivery,Burger,4,957.75,0,957.75,293.3,60,220.28,384.17,UPI,33,14,4.23,CUST015333,0,1,,0,0,8,0.3,1
TXN0000282,OT001,17-01-2023,16:05:53,Tuesday,2023-01,0,0,Swiggy,Delivery,Combo,2,1010.05,0,1010.05,343.2,50,232.31,384.54,UPI,35,15,3.58,CUST021305,0,1,3.6,0,0,8,0.3,0
TXN0000283,OT001,17-01-2023,22:50:19,Tuesday,2023-01,0,0,Direct App,Takeaway,Beverage,1,90.38,0,90.38,18.88,10,4.52,56.98,Cash,,9,,CUST040545,0,1,4.3,0,0,8,0.3,1
TXN0000284,OT001,17-01-2023,12:22:06,Tuesday,2023-01,0,0,Swiggy,Delivery,Burger,1,230.76,0,230.76,73.22,15,53.07,89.47,Wallet,21,15,2.44,CUST020122,1,0,4.4,0,0,8,0.3,0
TXN0000285,OT001,17-01-2023,15:48:37,Tuesday,2023-01,0,0,Zomato,Delivery,Dessert,3,405.07,0,405.07,115.91,37.5,101.27,150.39,UPI,22,15,2.13,CUST029800,1,0,4.3,0,0,8,0.3,0
TXN0000286,OT001,17-01-2023,08:12:20,Tuesday,2023-01,0,0,Swiggy,Delivery,Beverage,1,93.29,0,93.29,19.45,10,21.46,42.38,UPI,27,16,5.83,CUST004711,1,0,,0,0,8,0.3,0
TXN0000287,OT001,17-01-2023,13:11:04,Tuesday,2023-01,0,0,WhatsApp,Takeaway,Biryani,2,711.47,94.3,617.17,207.38,37.5,12.34,359.95,Cash,,5,,CUST047600,0,1,4,0,1,8,0.3,0
TXN0000288,OT001,17-01-2023,12:59:30,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,3,737.86,0,737.86,232.3,45,184.46,276.1,Card,15,18,0.55,CUST015194,1,0,,0,1,8,0.3,1
TXN0000289,OT001,17-01-2023,22:37:22,Tuesday,2023-01,0,0,Zomato,Delivery,Burger,3,626.31,0,626.31,191.14,45,156.58,233.59,Wallet,32,19,1.11,CUST043077,1,0,,0,1,8,0.3,0
TXN0000290,OT001,18-01-2023,17:32:38,Wednesday,2023-01,0,0,Swiggy,Delivery,Burger,4,818.03,43.19,774.84,249.61,60,178.21,287.02,Card,29,16,6.67,CUST000454,1,0,3.5,0,0,7,0.23,0
TXN0000291,OT001,18-01-2023,13:02:32,Wednesday,2023-01,0,0,Swiggy,Delivery,Dessert,1,153.23,27.37,125.86,36.17,12.5,28.95,48.24,Card,27,15,4.89,CUST046578,0,1,,0,1,7,0.23,0
TXN0000292,OT001,18-01-2023,12:12:44,Wednesday,2023-01,0,0,Zomato,Delivery,Combo,3,1500.4,209.31,1291.09,409.1,75,322.77,484.22,Card,20,16,0.62,CUST013266,0,1,4,0,0,7,0.23,0
TXN0000293,OT001,18-01-2023,09:06:03,Wednesday,2023-01,0,0,Swiggy,Delivery,Burger,2,419.48,0,419.48,137.71,30,96.48,155.29,Cash,27,10,6.61,CUST007527,0,1,,0,0,7,0.23,0
TXN0000294,OT001,18-01-2023,13:17:22,Wednesday,2023-01,0,0,Zomato,Delivery,Burger,2,457.91,0,457.91,149.84,30,114.48,163.59,Card,32,23,4.68,CUST024291,0,1,3.6,0,0,7,0.23,0
TXN0000295,OT001,18-01-2023,17:39:11,Wednesday,2023-01,0,0,Zomato,Delivery,Beverage,1,95.56,14.29,81.27,15.89,10,20.32,35.06,Cash,31,15,5.98,CUST027567,1,0,3.7,0,0,7,0.23,0
TXN0000296,OT001,18-01-2023,06:25:56,Wednesday,2023-01,0,0,Zomato,Delivery,Dessert,1,156.68,0,156.68,45.65,12.5,39.17,59.36,Wallet,26,13,4.2,CUST041298,1,0,,0,1,7,0.23,0
TXN0000297,OT001,19-01-2023,09:42:10,Thursday,2023-01,0,0,Dine-in,Dine-in,Dessert,2,288,30.8,257.2,71.12,25,0,161.08,UPI,,12,,CUST009720,0,1,4.3,0,0,5,0.5,0
TXN0000298,OT001,19-01-2023,23:07:28,Thursday,2023-01,0,0,Zomato,Delivery,Beverage,1,90.55,0,90.55,19,10,22.64,38.91,Wallet,26,10,1.81,CUST004656,0,1,,0,0,5,0.5,0
TXN0000299,OT001,19-01-2023,21:59:51,Thursday,2023-01,0,0,Zomato,Delivery,Burger,1,213.96,0,213.96,67.83,15,53.49,77.64,UPI,31,14,7.9,CUST034626,1,0,3.7,0,0,5,0.5,0
TXN0000300,OT001,19-01-2023,13:22:28,Thursday,2023-01,0,0,Zomato,Delivery,Burger,4,813.96,0,813.96,267.97,60,203.49,282.5,UPI,21,12,1.59,CUST016705,0,1,,0,0,5,0.5,0
TXN0000301,OT001,19-01-2023,22:11:56,Thursday,2023-01,0,0,WhatsApp,Takeaway,Pizza,1,431.52,0,431.52,126.38,22.5,8.63,274.01,Wallet,,6,,CUST033761,0,1,,0,0,5,0.5,0
TXN0000302,OT001,19-01-2023,20:29:07,Thursday,2023-01,0,0,Zomato,Delivery,Biryani,1,344.4,0,344.4,116.81,18.75,86.1,122.74,Cash,26,15,3.25,CUST029507,1,0,,0,0,5,0.5,0
TXN0000303,OT001,19-01-2023,16:46:41,Thursday,2023-01,0,0,WhatsApp,Takeaway,Burger,1,221.38,0,221.38,72.02,15,4.43,129.93,UPI,,9,,CUST049386,1,0,,0,1,5,0.5,0
TXN0000304,OT001,19-01-2023,01:13:43,Thursday,2023-01,0,0,Swiggy,Delivery,Combo,1,458.64,58.58,400.06,125.91,25,92.01,157.14,Cash,29,16,7.93,CUST023291,0,1,3.9,0,0,5,0.5,1
TXN0000305,OT001,19-01-2023,13:28:58,Thursday,2023-01,0,0,Zomato,Delivery,Combo,1,479.69,0,479.69,160.72,25,119.92,174.05,UPI,16,18,2.42,CUST046632,1,0,,0,0,5,0.5,0
TXN0000306,OT001,19-01-2023,10:16:07,Thursday,2023-01,0,0,WhatsApp,Takeaway,Pizza,1,391.15,0,391.15,115.23,22.5,7.82,245.6,UPI,,10,,CUST028907,0,1,4.1,0,0,5,0.5,0
TXN0000307,OT001,19-01-2023,18:45:37,Thursday,2023-01,0,0,Swiggy,Delivery,Pizza,1,389.03,0,389.03,120.78,22.5,89.48,156.27,UPI,24,21,7.16,CUST036614,1,0,3.9,0,0,5,0.5,0
TXN0000308,OT001,19-01-2023,18:56:12,Thursday,2023-01,0,0,Swiggy,Delivery,Biryani,1,305.07,0,305.07,105.8,18.75,70.17,110.35,UPI,22,14,0.78,CUST041758,0,1,4.3,0,0,5,0.5,0
TXN0000309,OT001,19-01-2023,19:34:12,Thursday,2023-01,0,0,Swiggy,Delivery,Beverage,3,319.51,0,319.51,63.35,30,73.49,152.67,UPI,21,16,5.73,CUST008537,1,0,,0,0,5,0.5,0
TXN0000310,OT001,19-01-2023,15:16:01,Thursday,2023-01,0,0,Swiggy,Delivery,Pizza,2,777.08,117.14,659.94,204.52,45,151.79,258.63,Wallet,23,16,5.48,CUST020843,0,1,3.8,0,1,5,0.5,0
TXN0000311,OT001,19-01-2023,09:12:27,Thursday,2023-01,0,0,Swiggy,Delivery,Beverage,3,313.97,0,313.97,65.88,30,72.21,145.88,Card,33,12,3.7,CUST006896,0,1,,0,0,5,0.5,0
TXN0000312,OT001,20-01-2023,20:49:19,Friday,2023-01,0,0,WhatsApp,Takeaway,Beverage,2,180.94,0,180.94,35.46,20,3.62,121.86,Card,,5,,CUST027751,0,1,3.8,0,1,8,0.5,0
TXN0000313,OT001,20-01-2023,20:31:05,Friday,2023-01,0,0,WhatsApp,Takeaway,Pizza,1,380.98,0,380.98,110.37,22.5,7.62,240.49,UPI,,11,,CUST041564,0,1,4.7,0,0,8,0.5,0
TXN0000314,OT001,20-01-2023,18:19:04,Friday,2023-01,0,0,Zomato,Delivery,Combo,3,1484.26,0,1484.26,477.68,75,371.06,560.52,UPI,33,12,5.43,CUST000890,0,1,3.8,0,0,8,0.5,0
TXN0000315,OT001,20-01-2023,14:22:45,Friday,2023-01,0,0,Swiggy,Delivery,Burger,2,425.74,0,425.74,142.8,30,97.92,155.02,Wallet,33,15,7.61,CUST001727,1,0,,0,0,8,0.5,0
TXN0000316,OT001,20-01-2023,19:09:10,Friday,2023-01,0,0,Swiggy,Delivery,Combo,2,1030.69,0,1030.69,327.1,50,237.06,416.53,UPI,19,14,4.94,CUST021169,1,0,3.9,0,0,8,0.5,0
TXN0000317,OT001,20-01-2023,12:44:09,Friday,2023-01,0,0,Direct App,Takeaway,Burger,1,222.47,0,222.47,70.56,15,11.12,125.79,Cash,,7,,CUST003401,1,0,,0,0,8,0.5,0
TXN0000318,OT001,20-01-2023,08:03:35,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,1,352.51,0,352.51,127.99,18.75,81.08,124.69,Wallet,30,18,6.1,CUST042407,1,0,,0,0,8,0.5,0
TXN0000319,OT001,20-01-2023,07:16:20,Friday,2023-01,0,0,Zomato,Delivery,Dessert,1,160.25,0,160.25,46.67,12.5,40.06,61.02,Wallet,26,13,5.52,CUST039710,0,1,,0,0,8,0.5,0
TXN0000320,OT001,20-01-2023,16:24:32,Friday,2023-01,0,0,Swiggy,Delivery,Pizza,1,395.37,0,395.37,118.87,22.5,90.94,163.06,UPI,27,14,6.21,CUST034468,0,1,3.6,0,0,8,0.5,0
TXN0000321,OT001,20-01-2023,21:20:12,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,2,656.47,0,656.47,222.17,37.5,150.99,245.81,UPI,18,13,5.28,CUST038550,0,1,,0,0,8,0.5,0
TXN0000322,OT001,20-01-2023,14:26:12,Friday,2023-01,0,0,Zomato,Delivery,Burger,3,668.78,0,668.78,211.53,45,167.2,245.05,Card,23,11,6.91,CUST001876,1,0,,0,1,8,0.5,0
TXN0000323,OT001,20-01-2023,11:56:56,Friday,2023-01,0,0,Swiggy,Delivery,Biryani,3,1052.92,0,1052.92,357.3,56.25,242.17,397.2,UPI,35,12,1.15,CUST032472,0,1,,0,0,8,0.5,0
TXN0000324,OT001,20-01-2023,09:05:53,Friday,2023-01,0,0,Direct App,Takeaway,Beverage,4,382.87,45.61,337.26,69.09,40,16.86,211.31,UPI,,12,,CUST035202,1,0,3.9,0,0,8,0.5,0
TXN0000325,OT001,20-01-2023,20:02:42,Friday,2023-01,0,0,Swiggy,Delivery,Combo,1,466.51,0,466.51,160.05,25,107.3,174.16,UPI,21,12,5.64,CUST015755,1,0,4.3,0,1,8,0.5,0
TXN0000326,OT001,20-01-2023,17:55:00,Friday,2023-01,0,0,Dine-in,Dine-in,Biryani,3,937.12,221.66,715.46,247.77,56.25,0,411.44,Card,,9,,CUST044749,0,1,4.4,0,0,8,0.5,0
TXN0000327,OT001,21-01-2023,12:50:34,Saturday,2023-01,1,0,Zomato,Delivery,Beverage,1,97.45,0,97.45,19.57,10,24.36,43.52,UPI,30,11,1.05,CUST023162,0,1,,0,0,8,0.53,0
TXN0000328,OT001,21-01-2023,14:16:29,Saturday,2023-01,1,0,Zomato,Delivery,Burger,1,220.79,0,220.79,72.76,15,55.2,77.83,UPI,33,11,2.5,CUST008838,1,0,3.6,0,0,8,0.53,1
TXN0000329,OT001,21-01-2023,08:46:06,Saturday,2023-01,1,0,Swiggy,Delivery,Pizza,3,1293.33,0,1293.33,369.96,67.5,297.47,558.4,UPI,38,15,0.63,CUST049147,0,1,3.4,0,0,8,0.53,0
TXN0000330,OT001,21-01-2023,15:47:32,Saturday,2023-01,1,0,Direct App,Takeaway,Dessert,2,321.21,0,321.21,93.38,25,16.06,186.77,UPI,,11,,CUST027863,1,0,,0,0,8,0.53,1
TXN0000331,OT001,21-01-2023,08:22:43,Saturday,2023-01,1,0,Swiggy,Delivery,Dessert,2,329.95,0,329.95,90.36,25,75.89,138.7,UPI,25,13,2.64,CUST007728,0,1,,0,0,8,0.53,0
TXN0000332,OT001,21-01-2023,16:03:15,Saturday,2023-01,1,0,Zomato,Delivery,Biryani,1,340.39,0,340.39,124.97,18.75,85.1,111.57,Cash,26,12,4.11,CUST040880,0,1,,0,1,8,0.53,0
TXN0000333,OT001,21-01-2023,17:38:09,Saturday,2023-01,1,0,Zomato,Delivery,Biryani,1,322.88,0,322.88,118.22,18.75,80.72,105.19,UPI,22,13,4.45,CUST041877,1,0,2.7,0,1,8,0.53,0
TXN0000334,OT001,21-01-2023,17:49:04,Saturday,2023-01,1,0,Zomato,Delivery,Burger,2,477.68,0,477.68,146.05,30,119.42,182.21,UPI,17,14,4.52,CUST016734,0,1,,0,0,8,0.53,0
TXN0000335,OT001,21-01-2023,11:41:15,Saturday,2023-01,1,0,Swiggy,Delivery,Biryani,4,1193.14,0,1193.14,435.08,75,274.42,408.64,UPI,33,12,7.28,CUST021658,0,1,,0,1,8,0.53,1
TXN0000336,OT001,21-01-2023,16:45:50,Saturday,2023-01,1,0,Dine-in,Dine-in,Biryani,2,637.16,0,637.16,221.49,37.5,0,378.17,Card,,8,,CUST040089,1,0,,0,0,8,0.53,0
TXN0000337,OT001,21-01-2023,22:06:25,Saturday,2023-01,1,0,Zomato,Delivery,Dessert,3,426.05,0,426.05,121.86,37.5,106.51,160.18,UPI,18,10,1.64,CUST013542,1,0,,0,0,8,0.53,0
TXN0000338,OT001,21-01-2023,11:39:57,Saturday,2023-01,1,0,Zomato,Delivery,Beverage,1,96.43,0,96.43,20.14,10,24.11,42.18,Cash,19,12,4.32,CUST026426,1,0,,0,0,8,0.53,0
TXN0000339,OT001,21-01-2023,09:57:17,Saturday,2023-01,1,0,Swiggy,Delivery,Burger,1,204.2,0,204.2,63.79,15,46.97,78.44,Cash,31,15,4.12,CUST028584,1,0,3.6,0,0,8,0.53,0
TXN0000340,OT001,21-01-2023,08:29:43,Saturday,2023-01,1,0,Dine-in,Dine-in,Burger,3,726.01,0,726.01,235.95,45,0,445.06,UPI,,9,,CUST019258,1,0,,0,1,8,0.53,0
TXN0000341,OT001,21-01-2023,09:18:48,Saturday,2023-01,1,0,Swiggy,Delivery,Biryani,3,974.6,0,974.6,351.75,56.25,224.16,342.44,UPI,30,17,0.85,CUST043272,0,1,4.1,1,0,8,0.53,0
TXN0000342,OT001,21-01-2023,08:11:19,Saturday,2023-01,1,0,Zomato,Delivery,Pizza,2,832.42,0,832.42,250.51,45,208.1,328.81,UPI,25,14,3.5,CUST004084,1,0,,0,1,8,0.53,0
TXN0000343,OT001,22-01-2023,19:56:53,Sunday,2023-01,1,0,Zomato,Delivery,Burger,1,218.41,40.29,178.12,57.05,15,44.53,61.54,UPI,20,19,2.94,CUST021606,1,0,3.7,0,0,7,0.4,0
TXN0000344,OT001,22-01-2023,10:35:17,Sunday,2023-01,1,0,Swiggy,Delivery,Pizza,2,851.33,0,851.33,259.52,45,195.81,351,UPI,37,20,3.44,CUST045385,1,0,,1,0,7,0.4,0
TXN0000345,OT001,22-01-2023,20:38:25,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,3,1137.92,138.01,999.91,307.4,67.5,249.98,375.03,Card,19,16,4.63,CUST007690,1,0,,0,1,7,0.4,1
TXN0000346,OT001,22-01-2023,12:40:44,Sunday,2023-01,1,0,Swiggy,Delivery,Dessert,1,148.46,0,148.46,42.25,12.5,34.15,59.56,UPI,38,20,6.38,CUST028953,1,0,3.3,0,0,7,0.4,1
TXN0000347,OT001,22-01-2023,15:04:04,Sunday,2023-01,1,0,Zomato,Delivery,Pizza,1,397.08,0,397.08,118.59,22.5,99.27,156.72,UPI,15,19,3.95,CUST043082,1,0,3.5,0,1,7,0.4,0
TXN0000348,OT001,22-01-2023,11:48:07,Sunday,2023-01,1,0,Swiggy,Delivery,Pizza,1,400.3,65.97,334.33,101.68,22.5,76.9,133.25,Card,44,11,4.68,CUST039099,0,1,4.5,0,0,7,0.4,1
TXN0000349,OT001,22-01-2023,12:09:40,Sunday,2023-01,1,0,WhatsApp,Takeaway,Pizza,3,1188.56,133.02,1055.54,310.97,67.5,21.11,655.96,UPI,,13,,CUST021535,1,0,4.4,0,0,7,0.4,0
TXN0000350,OT001,22-01-2023,16:40:09,Sunday,2023-01,1,0,Swiggy,Delivery,Combo,2,895.29,168.03,727.26,231.8,50,167.27,278.19,UPI,22,18,2.95,CUST046608,1,0,3.9,0,0,7,0.4,0
TXN0000351,OT001,22-01-2023,07:56:49,Sunday,2023-01,1,0,Dine-in,Dine-in,Biryani,2,672.27,99.02,573.25,205.42,37.5,0,330.33,UPI,,16,,CUST012639,0,1,,0,0,7,0.4,0
TXN0000352,OT001,22-01-2023,12:31:56,Sunday,2023-01,1,0,Direct App,Takeaway,Beverage,1,98.86,0,98.86,20.31,10,4.94,63.61,Card,,11,,CUST038098,0,1,4.2,0,0,7,0.4,0
TXN0000353,OT001,22-01-2023,18:54:50,Sunday,2023-01,1,0,Direct App,Takeaway,Burger,3,669.36,0,669.36,208.66,45,33.47,382.23,Card,,15,,CUST012780,1,0,3.9,0,0,7,0.4,0
TXN0000354,OT001,22-01-2023,14:28:16,Sunday,2023-01,1,0,WhatsApp,Takeaway,Burger,1,224.35,0,224.35,71.59,15,4.49,133.27,Cash,,11,,CUST015235,1,0,3.8,0,0,7,0.4,0
TXN0000355,OT001,23-01-2023,10:09:37,Monday,2023-01,0,0,Zomato,Delivery,Combo,1,451.51,0,451.51,147.26,25,112.88,166.37,Card,31,9,6.46,CUST026868,1,0,3.9,0,0,6,0.53,0
