review_id,outlet_id,review_date,platform,rating,review_category,sentiment_score,is_complaint,was_resolved,response_time_hours,archetype
REV0018585,OT057,2024-01-17,Zomato,5,Service,1.0,0,0,,star
REV0018586,OT057,2024-04-15,Google,5,Food Quality,1.0,0,0,,star
REV0018587,OT057,2024-03-02,Direct,4,Service,0.27,0,0,,star
REV0018588,OT057,2024-06-08,Swiggy,3,Delivery Speed,0.06,0,0,,star
REV0018589,OT057,2024-05-07,Zomato,5,Delivery Speed,0.93,0,0,,star
REV0018590,OT057,2023-06-28,Google,5,Delivery Speed,1.0,0,0,,star
REV0018591,OT057,2024-06-11,Zomato,5,Delivery Speed,0.95,0,0,,star
REV0018592,OT057,2023-07-30,Zomato,5,Value for Money,0.84,0,0,,star
REV0018593,OT057,2023-01-04,Zomato,5,Food Quality,1.0,0,0,,star
REV0018594,OT057,2023-01-25,Zomato,4,Food Quality,0.39,0,0,,star
REV0018595,OT057,2024-06-03,Swiggy,4,Value for Money,0.31,0,0,,star
REV0018596,OT057,2023-09-25,Direct,5,Service,1.0,0,0,,star
REV0018597,OT057,2023-09-24,Zomato,4,Packaging,0.53,0,0,,star
REV0018598,OT057,2023-07-28,Google,5,Delivery Speed,1.0,0,0,,star
REV0018599,OT057,2024-03-26,Google,5,Packaging,0.95,0,0,,star
REV0018600,OT057,2024-05-31,Google,4,Quantity,0.42,0,0,,star
REV0018601,OT057,2024-03-11,Zomato,5,Packaging,1.0,0,0,,star
REV0018602,OT057,2023-06-02,Swiggy,4,Packaging,0.53,0,0,,star
REV0018603,OT057,2024-02-05,Direct,4,Value for Money,0.77,0,0,,star
REV0018604,OT057,2023-10-26,Swiggy,4,Packaging,0.61,0,0,,star
REV0018605,OT057,2023-03-04,Google,4,Food Quality,0.53,0,0,,star
REV0018606,OT057,2023-05-10,Swiggy,5,Packaging,0.94,0,0,,star
REV0018607,OT057,2023-12-31,Zomato,5,Value for Money,0.95,0,0,,star
REV0018608,OT057,2024-03-03,Zomato,4,Food Quality,0.37,0,0,,star
REV0018609,OT057,2023-08-31,Swiggy,5,Food Quality,0.87,0,0,,star
REV0018610,OT057,2024-02-26,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018611,OT057,2023-11-16,Zomato,4,Food Quality,0.48,0,0,,star
REV0018612,OT057,2023-12-11,Zomato,5,Service,1.0,0,0,,star
REV0018613,OT057,2023-09-28,Zomato,2,Food Quality,-0.43,1,0,14.2,star
REV0018614,OT057,2023-06-25,Swiggy,4,Food Quality,0.44,0,0,,star
REV0018615,OT057,2023-05-24,Zomato,5,Value for Money,0.91,0,0,,star
REV0018616,OT057,2023-08-27,Swiggy,5,Food Quality,0.96,0,0,,star
REV0018617,OT057,2023-06-16,Swiggy,5,Delivery Speed,0.57,0,0,,star
REV0018618,OT057,2024-04-30,Zomato,5,Packaging,0.84,0,0,,star
REV0018619,OT057,2023-04-23,Zomato,3,Food Quality,-0.07,0,0,,star
REV0018620,OT057,2024-01-15,Google,4,Value for Money,0.26,0,0,,star
REV0018621,OT057,2024-03-09,Swiggy,4,Packaging,0.65,0,0,,star
REV0018622,OT057,2023-06-20,Swiggy,4,Service,0.53,0,0,,star
REV0018623,OT057,2024-03-20,Zomato,4,Quantity,0.74,0,0,,star
REV0018624,OT057,2023-10-06,Google,4,Delivery Speed,0.47,0,0,,star
REV0018625,OT057,2023-10-09,Zomato,4,Quantity,0.57,0,0,,star
REV0018626,OT057,2023-02-22,Direct,4,Food Quality,0.76,0,0,,star
REV0018627,OT057,2024-02-22,Zomato,4,Service,0.51,0,0,,star
REV0018628,OT057,2023-05-26,Zomato,3,Value for Money,0.02,0,0,,star
REV0018629,OT057,2024-04-10,Zomato,4,Service,0.59,0,0,,star
REV0018630,OT057,2023-01-20,Google,4,Food Quality,0.61,0,0,,star
REV0018631,OT057,2024-03-23,Zomato,5,Food Quality,0.87,0,0,,star
REV0018632,OT057,2024-05-25,Swiggy,5,Food Quality,0.89,0,0,,star
REV0018633,OT057,2023-02-15,Swiggy,5,Quantity,1.0,0,0,,star
REV0018634,OT057,2023-01-21,Swiggy,5,Food Quality,1.0,0,0,,star
REV0018635,OT057,2024-06-04,Swiggy,4,Value for Money,0.5,0,0,,star
REV0018636,OT057,2023-09-09,Google,4,Food Quality,0.27,0,0,,star
REV0018637,OT057,2023-09-26,Zomato,5,Quantity,0.83,0,0,,star
REV0018638,OT057,2023-09-25,Google,5,Delivery Speed,0.87,0,0,,star
REV0018639,OT057,2023-04-30,Google,5,Delivery Speed,1.0,0,0,,star
REV0018640,OT057,2023-08-19,Zomato,5,Packaging,1.0,0,0,,star
REV0018641,OT057,2023-08-11,Swiggy,5,Service,0.94,0,0,,star
REV0018642,OT057,2023-08-27,Zomato,4,Quantity,0.2,0,0,,star
REV0018643,OT057,2024-01-20,Google,5,Packaging,0.9,0,0,,star
REV0018644,OT057,2023-11-06,Zomato,4,Packaging,0.64,0,0,,star
REV0018645,OT057,2024-03-03,Zomato,5,Delivery Speed,1.0,0,0,,star
REV0018646,OT057,2024-06-15,Swiggy,4,Food Quality,0.32,0,0,,star
REV0018647,OT057,2023-01-01,Swiggy,5,Delivery Speed,1.0,0,0,,star
REV0018648,OT057,2023-06-13,Google,5,Food Quality,0.93,0,0,,star
REV0018649,OT057,2023-03-15,Zomato,5,Delivery Speed,1.0,0,0,,star
REV0018650,OT057,2024-05-28,Swiggy,4,Service,0.54,0,0,,star
REV0018651,OT057,2024-03-19,Zomato,5,Packaging,0.7,0,0,,star
REV0018652,OT057,2023-12-28,Swiggy,5,Food Quality,1.0,0,0,,star
REV0018653,OT057,2024-02-06,Direct,5,Value for Money,0.82,0,0,,star
REV0018654,OT057,2024-02-07,Google,4,Food Quality,0.33,0,0,,star
REV0018655,OT057,2024-03-13,Zomato,5,Food Quality,0.83,0,0,,star
REV0018656,OT057,2024-06-03,Direct,5,Food Quality,1.0,0,0,,star
REV0018657,OT057,2023-12-18,Google,5,Delivery Speed,0.99,0,0,,star
REV0018658,OT057,2023-09-08,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018659,OT057,2024-03-30,Zomato,3,Packaging,-0.03,0,0,,star
REV0018660,OT057,2024-04-10,Zomato,5,Packaging,1.0,0,0,,star
REV0018661,OT057,2024-05-19,Zomato,5,Food Quality,0.93,0,0,,star
REV0018662,OT057,2023-09-18,Swiggy,5,Quantity,1.0,0,0,,star
REV0018663,OT057,2023-11-10,Swiggy,5,Service,0.78,0,0,,star
REV0018664,OT057,2023-07-31,Swiggy,5,Value for Money,0.83,0,0,,star
REV0018665,OT057,2023-04-03,Zomato,5,Food Quality,1.0,0,0,,star
REV0018666,OT057,2024-06-19,Zomato,5,Service,0.93,0,0,,star
REV0018667,OT057,2024-05-10,Direct,5,Delivery Speed,0.8,0,0,,star
REV0018668,OT057,2023-01-01,Zomato,5,Quantity,0.98,0,0,,star
REV0018669,OT057,2024-01-09,Swiggy,5,Quantity,0.9,0,0,,star
REV0018670,OT057,2023-02-05,Zomato,5,Value for Money,0.86,0,0,,star
REV0018671,OT057,2023-05-10,Zomato,4,Value for Money,0.6,0,0,,star
REV0018672,OT057,2023-07-08,Zomato,5,Delivery Speed,1.0,0,0,,star
REV0018673,OT057,2023-01-20,Swiggy,3,Food Quality,-0.14,0,0,,star
REV0018674,OT057,2023-02-15,Swiggy,5,Delivery Speed,1.0,0,0,,star
REV0018675,OT057,2024-03-21,Google,5,Service,0.79,0,0,,star
REV0018676,OT057,2023-04-26,Zomato,5,Service,1.0,0,0,,star
REV0018677,OT057,2024-02-13,Zomato,4,Packaging,0.43,0,0,,star
REV0018678,OT057,2023-07-27,Zomato,4,Value for Money,0.33,0,0,,star
REV0018679,OT057,2023-11-15,Google,4,Food Quality,0.55,0,0,,star
REV0018680,OT057,2024-06-22,Zomato,3,Packaging,-0.12,0,0,,star
REV0018681,OT057,2024-05-08,Swiggy,5,Quantity,1.0,0,0,,star
REV0018682,OT057,2024-06-30,Direct,5,Value for Money,0.72,0,0,,star
REV0018683,OT057,2023-09-12,Zomato,5,Quantity,1.0,0,0,,star
REV0018684,OT057,2023-01-19,Swiggy,5,Quantity,0.67,0,0,,star
REV0018685,OT057,2024-04-01,Zomato,5,Packaging,1.0,0,0,,star
REV0018686,OT057,2024-04-06,Zomato,5,Food Quality,1.0,0,0,,star
REV0018687,OT057,2023-01-18,Swiggy,4,Packaging,0.48,0,0,,star
REV0018688,OT057,2024-01-23,Direct,4,Value for Money,0.99,0,0,,star
REV0018689,OT057,2024-02-05,Google,5,Delivery Speed,1.0,0,0,,star
REV0018690,OT057,2023-03-01,Zomato,5,Value for Money,1.0,0,0,,star
REV0018691,OT057,2024-06-09,Zomato,5,Packaging,0.8,0,0,,star
REV0018692,OT057,2023-09-05,Google,4,Quantity,0.53,0,0,,star
REV0018693,OT057,2024-06-01,Swiggy,5,Service,0.94,0,0,,star
REV0018694,OT057,2023-10-23,Swiggy,5,Delivery Speed,0.8,0,0,,star
REV0018695,OT057,2024-02-20,Swiggy,5,Delivery Speed,0.73,0,0,,star
REV0018696,OT057,2023-02-22,Direct,4,Packaging,0.62,0,0,,star
REV0018697,OT057,2023-10-18,Direct,5,Value for Money,1.0,0,0,,star
REV0018698,OT057,2023-05-15,Google,5,Food Quality,1.0,0,0,,star
REV0018699,OT057,2023-12-03,Swiggy,5,Packaging,1.0,0,0,,star
REV0018700,OT057,2024-05-24,Swiggy,5,Delivery Speed,1.0,0,0,,star
REV0018701,OT057,2023-01-31,Google,5,Food Quality,0.97,0,0,,star
REV0018702,OT057,2024-05-24,Swiggy,5,Delivery Speed,1.0,0,0,,star
REV0018703,OT057,2023-02-28,Swiggy,4,Value for Money,0.62,0,0,,star
REV0018704,OT057,2023-06-28,Zomato,5,Food Quality,0.94,0,0,,star
REV0018705,OT057,2023-09-15,Google,5,Value for Money,1.0,0,0,,star
REV0018706,OT057,2023-03-03,Zomato,5,Food Quality,0.84,0,0,,star
REV0018707,OT057,2023-05-31,Zomato,5,Quantity,0.92,0,0,,star
REV0018708,OT057,2023-09-05,Google,4,Delivery Speed,0.47,0,0,,star
REV0018709,OT057,2023-01-05,Zomato,5,Quantity,1.0,0,0,,star
REV0018710,OT057,2023-05-15,Zomato,3,Packaging,-0.14,0,0,,star
REV0018711,OT057,2023-09-23,Zomato,5,Service,1.0,0,0,,star
REV0018712,OT057,2023-07-20,Zomato,5,Quantity,1.0,0,0,,star
REV0018713,OT057,2023-10-25,Swiggy,5,Food Quality,0.9,0,0,,star
REV0018714,OT057,2023-10-16,Google,5,Packaging,1.0,0,0,,star
REV0018715,OT057,2023-07-14,Swiggy,5,Food Quality,1.0,0,0,,star
REV0018716,OT057,2024-02-27,Swiggy,4,Food Quality,0.18,0,0,,star
REV0018717,OT057,2023-12-27,Swiggy,4,Packaging,0.43,0,0,,star
REV0018718,OT057,2024-01-17,Swiggy,5,Service,1.0,0,0,,star
REV0018719,OT057,2024-03-08,Direct,5,Value for Money,1.0,0,0,,star
REV0018720,OT057,2023-07-07,Direct,5,Delivery Speed,1.0,0,0,,star
REV0018721,OT057,2024-03-27,Zomato,4,Quantity,0.56,0,0,,star
REV0018722,OT057,2024-03-13,Swiggy,5,Packaging,1.0,0,0,,star
REV0018723,OT057,2023-12-13,Direct,5,Service,0.61,0,0,,star
REV0018724,OT057,2023-12-24,Google,3,Service,-0.36,0,0,,star
REV0018725,OT057,2023-02-07,Swiggy,4,Food Quality,0.6,0,0,,star
REV0018726,OT057,2023-07-11,Zomato,4,Food Quality,0.57,0,0,,star
REV0018727,OT057,2023-07-15,Zomato,5,Food Quality,1.0,0,0,,star
REV0018728,OT057,2023-09-08,Google,5,Quantity,0.94,0,0,,star
REV0018729,OT057,2023-05-14,Zomato,5,Quantity,0.98,0,0,,star
REV0018730,OT057,2023-05-23,Zomato,5,Value for Money,0.85,0,0,,star
REV0018731,OT057,2023-03-01,Swiggy,5,Quantity,1.0,0,0,,star
REV0018732,OT057,2023-08-16,Zomato,4,Delivery Speed,0.54,0,0,,star
REV0018733,OT057,2023-08-18,Google,5,Service,1.0,0,0,,star
REV0018734,OT057,2023-02-05,Swiggy,5,Packaging,1.0,0,0,,star
REV0018735,OT057,2023-06-08,Zomato,4,Packaging,0.51,0,0,,star
REV0018736,OT057,2023-12-20,Swiggy,3,Packaging,-0.26,0,0,,star
REV0018737,OT057,2023-06-03,Zomato,4,Food Quality,0.33,0,0,,star
REV0018738,OT057,2023-08-24,Zomato,4,Delivery Speed,0.24,0,0,,star
REV0018739,OT057,2024-05-09,Swiggy,2,Quantity,-0.57,1,0,9.5,star
REV0018740,OT057,2023-11-18,Google,4,Delivery Speed,0.49,0,0,,star
REV0018741,OT057,2023-03-14,Zomato,5,Packaging,1.0,0,0,,star
REV0018742,OT057,2023-11-18,Zomato,3,Quantity,0.21,0,0,,star
REV0018743,OT057,2023-01-05,Swiggy,5,Packaging,1.0,0,0,,star
REV0018744,OT057,2024-05-30,Swiggy,5,Food Quality,0.94,0,0,,star
REV0018745,OT057,2023-07-26,Zomato,3,Delivery Speed,0.05,0,0,,star
REV0018746,OT057,2023-02-01,Swiggy,4,Packaging,0.66,0,0,,star
REV0018747,OT057,2023-08-05,Swiggy,5,Packaging,0.91,0,0,,star
REV0018748,OT057,2023-03-16,Swiggy,5,Food Quality,0.91,0,0,,star
REV0018749,OT057,2024-03-03,Zomato,5,Food Quality,1.0,0,0,,star
REV0018750,OT057,2023-07-28,Google,4,Value for Money,0.75,0,0,,star
REV0018751,OT057,2023-10-27,Zomato,5,Quantity,1.0,0,0,,star
REV0018752,OT057,2023-06-17,Swiggy,4,Packaging,0.46,0,0,,star
REV0018753,OT057,2023-10-27,Swiggy,5,Packaging,0.7,0,0,,star
REV0018754,OT057,2023-07-24,Google,5,Service,1.0,0,0,,star
REV0018755,OT057,2023-11-08,Swiggy,5,Food Quality,0.93,0,0,,star
REV0018756,OT057,2023-09-24,Swiggy,5,Quantity,1.0,0,0,,star
REV0018757,OT057,2024-04-13,Zomato,5,Packaging,0.86,0,0,,star
REV0018758,OT057,2023-05-26,Zomato,4,Quantity,0.49,0,0,,star
REV0018759,OT057,2023-05-17,Swiggy,5,Packaging,1.0,0,0,,star
REV0018760,OT057,2024-01-04,Zomato,3,Food Quality,-0.17,0,0,,star
REV0018761,OT057,2023-12-30,Zomato,4,Packaging,0.43,0,0,,star
REV0018762,OT057,2024-05-29,Swiggy,5,Food Quality,1.0,0,0,,star
REV0018763,OT057,2023-10-02,Zomato,5,Quantity,0.81,0,0,,star
REV0018764,OT057,2023-07-13,Zomato,4,Service,0.68,0,0,,star
REV0018765,OT057,2023-05-09,Direct,5,Packaging,0.85,0,0,,star
REV0018766,OT057,2024-06-21,Zomato,4,Delivery Speed,0.15,0,0,,star
REV0018767,OT057,2023-02-19,Google,5,Quantity,1.0,0,0,,star
REV0018768,OT057,2023-03-20,Direct,5,Value for Money,1.0,0,0,,star
REV0018769,OT057,2023-11-17,Direct,4,Value for Money,0.38,0,0,,star
REV0018770,OT057,2023-07-06,Zomato,4,Quantity,0.33,0,0,,star
REV0018771,OT057,2023-03-02,Swiggy,5,Food Quality,0.87,0,0,,star
REV0018772,OT057,2023-06-13,Zomato,5,Food Quality,0.74,0,0,,star
REV0018773,OT057,2023-08-12,Swiggy,5,Quantity,0.76,0,0,,star
REV0018774,OT057,2023-01-16,Google,4,Quantity,0.49,0,0,,star
REV0018775,OT057,2023-01-18,Zomato,4,Quantity,0.44,0,0,,star
REV0018776,OT057,2024-05-05,Google,5,Value for Money,0.86,0,0,,star
REV0018777,OT057,2024-06-15,Swiggy,5,Service,0.85,0,0,,star
REV0018778,OT057,2024-04-21,Google,3,Food Quality,-0.18,0,0,,star
REV0018779,OT057,2023-12-06,Swiggy,5,Quantity,0.94,0,0,,star
REV0018780,OT057,2023-11-25,Swiggy,5,Packaging,1.0,0,0,,star
REV0018781,OT057,2023-09-19,Direct,4,Value for Money,0.39,0,0,,star
REV0018782,OT057,2023-08-10,Swiggy,3,Quantity,0.07,0,0,,star
REV0018783,OT057,2024-06-07,Swiggy,4,Delivery Speed,0.19,0,0,,star
REV0018784,OT057,2023-11-07,Swiggy,5,Service,0.86,0,0,,star
REV0018785,OT057,2023-02-17,Zomato,3,Food Quality,-0.04,0,0,,star
REV0018786,OT057,2023-04-28,Google,4,Value for Money,0.58,0,0,,star
REV0018787,OT057,2023-11-21,Zomato,5,Service,0.89,0,0,,star
REV0018788,OT057,2023-09-08,Google,4,Service,0.85,0,0,,star
REV0018789,OT057,2024-01-25,Direct,4,Delivery Speed,0.67,0,0,,star
REV0018790,OT057,2023-07-29,Zomato,5,Delivery Speed,0.94,0,0,,star
REV0018791,OT057,2023-06-29,Swiggy,4,Packaging,0.48,0,0,,star
REV0018792,OT057,2024-04-11,Swiggy,5,Service,1.0,0,0,,star
REV0018793,OT057,2024-02-29,Zomato,5,Delivery Speed,0.83,0,0,,star
REV0018794,OT057,2023-09-10,Zomato,5,Food Quality,0.89,0,0,,star
REV0018795,OT057,2023-12-28,Swiggy,4,Quantity,0.39,0,0,,star
REV0018796,OT057,2024-06-22,Zomato,5,Food Quality,1.0,0,0,,star
REV0018797,OT057,2024-06-21,Google,4,Delivery Speed,0.52,0,0,,star
REV0018798,OT057,2023-11-04,Swiggy,5,Service,1.0,0,0,,star
REV0018799,OT057,2024-05-22,Swiggy,4,Service,0.65,0,0,,star
REV0018800,OT057,2024-02-13,Zomato,5,Food Quality,1.0,0,0,,star
REV0018801,OT057,2023-03-13,Google,4,Service,0.83,0,0,,star
REV0018802,OT057,2023-04-01,Swiggy,5,Food Quality,0.76,0,0,,star
REV0018803,OT057,2023-01-19,Google,5,Service,1.0,0,0,,star
REV0018804,OT057,2024-04-16,Zomato,5,Quantity,1.0,0,0,,star
REV0018805,OT057,2023-08-19,Zomato,5,Delivery Speed,1.0,0,0,,star
REV0018806,OT057,2023-02-17,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018807,OT057,2023-08-05,Google,5,Value for Money,1.0,0,0,,star
REV0018808,OT057,2024-05-11,Zomato,4,Food Quality,0.49,0,0,,star
REV0018809,OT057,2023-02-28,Zomato,5,Delivery Speed,0.92,0,0,,star
REV0018810,OT057,2024-02-28,Zomato,5,Food Quality,0.94,0,0,,star
REV0018811,OT057,2024-01-30,Swiggy,4,Service,0.68,0,0,,star
REV0018812,OT057,2023-08-06,Zomato,5,Value for Money,1.0,0,0,,star
REV0018813,OT057,2023-07-08,Swiggy,4,Packaging,0.56,0,0,,star
REV0018814,OT057,2024-06-29,Swiggy,4,Service,0.35,0,0,,star
REV0018815,OT057,2024-01-10,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018816,OT057,2024-04-19,Google,3,Delivery Speed,-0.01,0,0,,star
REV0018817,OT057,2023-08-08,Swiggy,5,Food Quality,0.94,0,0,,star
REV0018818,OT057,2023-03-03,Zomato,5,Delivery Speed,0.93,0,0,,star
REV0018819,OT057,2023-11-25,Zomato,5,Quantity,1.0,0,0,,star
REV0018820,OT057,2023-05-10,Google,3,Value for Money,-0.02,0,0,,star
REV0018821,OT057,2023-10-31,Swiggy,4,Packaging,0.65,0,0,,star
REV0018822,OT057,2024-04-07,Google,4,Packaging,0.54,0,0,,star
REV0018823,OT057,2023-01-04,Swiggy,4,Food Quality,0.4,0,0,,star
REV0018824,OT057,2024-05-21,Swiggy,5,Packaging,0.92,0,0,,star
REV0018825,OT057,2023-07-15,Zomato,5,Quantity,1.0,0,0,,star
REV0018826,OT057,2024-06-25,Zomato,5,Value for Money,0.81,0,0,,star
REV0018827,OT057,2024-03-07,Google,5,Service,1.0,0,0,,star
REV0018828,OT057,2023-04-22,Swiggy,5,Service,0.95,0,0,,star
REV0018829,OT057,2023-05-19,Google,4,Value for Money,0.24,0,0,,star
REV0018830,OT057,2023-04-13,Zomato,3,Food Quality,-0.07,0,0,,star
REV0018831,OT057,2024-03-15,Zomato,4,Value for Money,0.33,0,0,,star
REV0018832,OT057,2023-11-04,Google,5,Value for Money,0.92,0,0,,star
REV0018833,OT057,2024-03-10,Google,5,Packaging,1.0,0,0,,star
REV0018834,OT057,2023-02-11,Zomato,5,Service,0.93,0,0,,star
REV0018835,OT057,2023-05-16,Swiggy,4,Quantity,0.42,0,0,,star
REV0018836,OT057,2024-03-31,Zomato,4,Delivery Speed,0.7,0,0,,star
REV0018837,OT057,2023-08-16,Zomato,3,Packaging,-0.11,0,0,,star
REV0018838,OT057,2023-06-09,Zomato,5,Packaging,0.82,0,0,,star
REV0018839,OT057,2023-08-25,Zomato,5,Service,0.89,0,0,,star
REV0018840,OT057,2023-07-09,Zomato,3,Food Quality,0.29,0,0,,star
REV0018841,OT057,2023-02-05,Direct,5,Value for Money,0.77,0,0,,star
REV0018842,OT057,2023-10-23,Google,5,Delivery Speed,0.82,0,0,,star
REV0018843,OT057,2023-04-30,Google,4,Value for Money,0.57,0,0,,star
REV0018844,OT057,2024-05-06,Swiggy,4,Food Quality,0.46,0,0,,star
REV0018845,OT057,2023-12-19,Zomato,5,Food Quality,1.0,0,0,,star
REV0018846,OT057,2024-06-13,Zomato,5,Service,0.95,0,0,,star
REV0018847,OT057,2023-12-19,Swiggy,4,Service,0.4,0,0,,star
REV0018848,OT057,2023-04-11,Zomato,3,Quantity,-0.07,0,0,,star
REV0018849,OT057,2023-07-30,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018850,OT057,2023-03-09,Zomato,4,Food Quality,0.39,0,0,,star
REV0018851,OT057,2024-01-31,Zomato,5,Food Quality,1.0,0,0,,star
REV0018852,OT057,2023-07-13,Zomato,5,Food Quality,0.94,0,0,,star
REV0018853,OT057,2023-09-16,Swiggy,4,Packaging,0.35,0,0,,star
REV0018854,OT057,2024-04-20,Zomato,4,Packaging,0.57,0,0,,star
REV0018855,OT057,2024-05-23,Zomato,5,Delivery Speed,0.95,0,0,,star
REV0018856,OT057,2024-05-24,Swiggy,4,Quantity,0.65,0,0,,star
REV0018857,OT057,2024-04-26,Zomato,4,Service,0.41,0,0,,star
REV0018858,OT057,2024-05-16,Swiggy,3,Quantity,-0.22,0,0,,star
REV0018859,OT057,2023-12-23,Swiggy,4,Packaging,0.5,0,0,,star
REV0018860,OT057,2024-06-01,Zomato,3,Food Quality,-0.18,0,0,,star
REV0018861,OT057,2023-11-12,Direct,4,Value for Money,0.49,0,0,,star
REV0018862,OT057,2024-03-03,Zomato,3,Packaging,0.01,0,0,,star
REV0018863,OT057,2023-11-14,Zomato,5,Quantity,0.81,0,0,,star
REV0018864,OT057,2024-04-20,Swiggy,5,Packaging,0.96,0,0,,star
REV0018865,OT057,2023-09-13,Zomato,2,Service,-0.37,1,1,0.5,star
REV0018866,OT057,2023-03-03,Google,5,Food Quality,1.0,0,0,,star
REV0018867,OT057,2023-03-01,Zomato,5,Packaging,1.0,0,0,,star
REV0018868,OT057,2023-08-01,Zomato,3,Food Quality,-0.0,0,0,,star
REV0018869,OT057,2023-04-03,Zomato,5,Service,1.0,0,0,,star
REV0018870,OT057,2023-12-15,Swiggy,4,Quantity,0.12,0,0,,star
REV0018871,OT057,2023-11-12,Google,4,Value for Money,0.83,0,0,,star
REV0018872,OT057,2024-03-01,Zomato,4,Service,0.55,0,0,,star
REV0018873,OT057,2024-03-27,Swiggy,4,Service,0.2,0,0,,star
REV0018874,OT057,2024-02-15,Zomato,5,Quantity,1.0,0,0,,star
REV0018875,OT057,2023-11-13,Zomato,4,Service,0.36,0,0,,star
REV0018876,OT057,2024-02-24,Google,4,Food Quality,0.58,0,0,,star
REV0018877,OT057,2023-02-14,Zomato,5,Quantity,1.0,0,0,,star
REV0018878,OT057,2024-01-30,Swiggy,4,Delivery Speed,0.78,0,0,,star
REV0018879,OT057,2023-04-28,Swiggy,5,Food Quality,0.97,0,0,,star
REV0018880,OT057,2023-05-31,Swiggy,5,Value for Money,1.0,0,0,,star
REV0018881,OT057,2023-08-08,Google,5,Service,0.9,0,0,,star
REV0018882,OT057,2023-03-03,Google,5,Quantity,1.0,0,0,,star
REV0018883,OT057,2024-03-15,Zomato,5,Service,0.98,0,0,,star
REV0018884,OT057,2023-05-15,Zomato,5,Value for Money,1.0,0,0,,star
REV0018885,OT057,2023-12-27,Zomato,5,Value for Money,0.79,0,0,,star
REV0018886,OT057,2023-03-31,Zomato,3,Packaging,0.03,0,0,,star
REV0018887,OT057,2023-01-01,Direct,4,Delivery Speed,0.4,0,0,,star
REV0018888,OT057,2024-06-19,Google,4,Packaging,0.52,0,0,,star
REV0018889,OT057,2023-06-14,Zomato,3,Food Quality,-0.07,0,0,,star
REV0018890,OT057,2023-08-16,Direct,5,Packaging,0.98,0,0,,star
REV0018891,OT057,2023-07-10,Direct,3,Food Quality,-0.09,0,0,,star
REV0018892,OT057,2023-08-31,Google,5,Food Quality,0.88,0,0,,star
REV0018893,OT057,2023-12-30,Zomato,4,Food Quality,0.38,0,0,,star
REV0018894,OT057,2023-04-23,Google,5,Delivery Speed,1.0,0,0,,star
REV0018895,OT057,2024-01-29,Swiggy,5,Quantity,0.94,0,0,,star
REV0018896,OT057,2023-01-01,Swiggy,4,Food Quality,0.79,0,0,,star
REV0018897,OT057,2023-12-01,Swiggy,4,Food Quality,0.44,0,0,,star
REV0018898,OT057,2023-11-29,Zomato,4,Packaging,0.33,0,0,,star
REV0018899,OT057,2023-04-13,Swiggy,5,Quantity,0.73,0,0,,star
REV0018900,OT057,2023-10-15,Swiggy,5,Food Quality,0.82,0,0,,star
REV0018901,OT057,2023-07-31,Zomato,5,Service,1.0,0,0,,star
REV0018902,OT057,2024-01-01,Swiggy,5,Food Quality,0.94,0,0,,star
REV0018903,OT057,2023-09-28,Google,4,Food Quality,0.43,0,0,,star
REV0018904,OT057,2023-07-03,Zomato,3,Value for Money,0.15,0,0,,star
REV0018905,OT057,2023-11-01,Swiggy,4,Delivery Speed,0.56,0,0,,star
REV0018906,OT057,2023-07-29,Zomato,3,Food Quality,0.03,0,0,,star
REV0018907,OT057,2023-08-13,Zomato,4,Packaging,0.44,0,0,,star
REV0018908,OT058,2023-11-27,Swiggy,4,Service,0.55,0,0,,star
REV0018909,OT058,2023-01-24,Zomato,4,Packaging,0.73,0,0,,star
REV0018910,OT058,2023-11-04,Google,5,Delivery Speed,1.0,0,0,,star
REV0018911,OT058,2024-06-22,Zomato,3,Service,0.18,0,0,,star
REV0018912,OT058,2024-06-16,Zomato,4,Delivery Speed,0.5,0,0,,star
REV0018913,OT058,2024-03-17,Zomato,5,Delivery Speed,1.0,0,0,,star
REV0018914,OT058,2023-10-21,Google,3,Delivery Speed,0.08,0,0,,star
REV0018915,OT058,2023-06-22,Zomato,5,Service,1.0,0,0,,star
REV0018916,OT058,2023-04-12,Zomato,5,Food Quality,1.0,0,0,,star
REV0018917,OT058,2024-04-24,Swiggy,5,Value for Money,0.83,0,0,,star
REV0018918,OT058,2023-01-14,Zomato,4,Value for Money,0.43,0,0,,star
REV0018919,OT058,2023-09-05,Google,5,Delivery Speed,0.99,0,0,,star
REV0018920,OT058,2023-10-21,Zomato,5,Service,1.0,0,0,,star
REV0018921,OT058,2024-06-12,Zomato,4,Delivery Speed,0.43,0,0,,star
REV0018922,OT058,2023-08-06,Google,4,Food Quality,0.6,0,0,,star
REV0018923,OT058,2023-04-23,Swiggy,5,Service,1.0,0,0,,star
REV0018924,OT058,2023-08-31,Swiggy,4,Food Quality,0.51,0,0,,star
REV0018925,OT058,2024-05-28,Direct,5,Quantity,0.87,0,0,,star
REV0018926,OT058,2024-05-22,Swiggy,4,Packaging,0.5,0,0,,star
REV0018927,OT058,2023-06-03,Swiggy,5,Quantity,1.0,0,0,,star
REV0018928,OT058,2024-05-17,Zomato,3,Service,0.02,0,0,,star
